epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,2931.6,0.91941,0.70958,1.30114,0.88328,0.88055,0.90969,0.62432,1.0939,0.6832,1.4939,0.00126132,0.00126132,0.00126132
181,2946.62,0.89626,0.69682,1.2752,0.9228,0.87553,0.93013,0.63218,1.12211,0.66257,1.49518,0.00125952,0.00125952,0.00125952
182,2980.78,0.91181,0.69426,1.28549,0.90826,0.82982,0.91136,0.63282,1.08766,0.72518,1.48942,0.00125771,0.00125771,0.00125771
183,2995.53,0.92165,0.72961,1.29964,0.91553,0.86413,0.93351,0.65887,1.04829,0.64473,1.45793,0.0012559,0.0012559,0.0012559
184,3010.03,0.8965,0.68804,1.28881,0.89465,0.83788,0.90448,0.62491,1.10973,0.73037,1.51387,0.00125407,0.00125407,0.00125407
185,3024.86,0.89147,0.6878,1.27201,0.85351,0.87288,0.89895,0.63219,1.0667,0.72488,1.47282,0.00125224,0.00125224,0.00125224
186,3039.54,0.8894,0.69046,1.28164,0.87586,0.84197,0.91613,0.63932,1.07747,0.70627,1.49889,0.0012504,0.0012504,0.0012504
187,3054.07,0.90292,0.67408,1.27487,0.88041,0.83437,0.90342,0.61936,1.0924,0.70743,1.51541,0.00124855,0.00124855,0.00124855
188,3069.01,0.91336,0.70212,1.28315,0.89351,0.85246,0.91845,0.63167,1.07278,0.69303,1.49049,0.00124669,0.00124669,0.00124669
189,3083.85,0.88027,0.67293,1.26167,0.90856,0.82311,0.89798,0.62218,1.07197,0.68282,1.51435,0.00124483,0.00124483,0.00124483
190,3098.84,0.86585,0.65961,1.25046,0.92056,0.85251,0.92748,0.64577,1.0654,0.66327,1.49376,0.00124295,0.00124295,0.00124295
191,3113.51,0.88225,0.67934,1.2681,0.92559,0.85521,0.92813,0.64601,1.06797,0.65597,1.46092,0.00124107,0.00124107,0.00124107
192,3128.04,0.90975,0.68269,1.27277,0.9121,0.88473,0.93432,0.66577,1.0292,0.62924,1.43888,0.00123918,0.00123918,0.00123918
193,3142.69,0.8827,0.69449,1.26625,0.89497,0.87595,0.92007,0.65497,1.01984,0.66876,1.45213,0.00123728,0.00123728,0.00123728
194,3173.11,0.89102,0.66885,1.25991,0.89362,0.8474,0.91589,0.6328,1.08331,0.69727,1.485,0.00123538,0.00123538,0.00123538
195,3202.73,0.90471,0.68232,1.27283,0.88459,0.81567,0.91059,0.6286,1.0869,0.73385,1.47838,0.00123347,0.00123347,0.00123347
196,3217.32,0.88047,0.68063,1.25992,0.90934,0.84934,0.93312,0.66124,1.0444,0.63845,1.4534,0.00123154,0.00123154,0.00123154
197,3231.9,0.86905,0.68244,1.25524,0.93349,0.8175,0.92771,0.65445,1.0528,0.674,1.46628,0.00122962,0.00122962,0.00122962
198,3246.39,0.87126,0.67549,1.26001,0.89038,0.86606,0.92683,0.6352,1.06555,0.68635,1.50048,0.00122768,0.00122768,0.00122768
199,3260.92,0.90836,0.69539,1.28348,0.9061,0.85134,0.91596,0.63575,1.08294,0.70398,1.50248,0.00122573,0.00122573,0.00122573
200,3275.49,0.87817,0.68533,1.27542,0.92256,0.87266,0.93602,0.66162,1.02726,0.63401,1.43581,0.00122378,0.00122378,0.00122378
201,3290.07,0.85045,0.65017,1.25108,0.9025,0.83992,0.92737,0.64708,1.04043,0.67725,1.46403,0.00122182,0.00122182,0.00122182
202,3304.56,0.84769,0.6531,1.24255,0.84922,0.87314,0.92396,0.65537,1.03085,0.67309,1.4448,0.00121985,0.00121985,0.00121985
203,3319.04,0.86947,0.67934,1.25259,0.88344,0.85514,0.90719,0.62538,1.07988,0.68982,1.46483,0.00121788,0.00121788,0.00121788
204,3346.75,0.86257,0.66517,1.24842,0.91754,0.87096,0.93094,0.65018,1.04678,0.6389,1.4747,0.00121589,0.00121589,0.00121589
205,3361.28,0.86439,0.66144,1.25694,0.91414,0.87279,0.93738,0.65823,1.03411,0.62202,1.45268,0.0012139,0.0012139,0.0012139
206,3376.13,0.84921,0.63976,1.23035,0.87355,0.89124,0.933,0.66402,1.02732,0.64416,1.42739,0.0012119,0.0012119,0.0012119
207,3390.72,0.8684,0.67341,1.25933,0.9082,0.88262,0.93327,0.67897,1.00869,0.63979,1.41066,0.0012099,0.0012099,0.0012099
208,3405.25,0.83632,0.6393,1.22451,0.94762,0.85538,0.94208,0.68027,1.00962,0.60594,1.43412,0.00120788,0.00120788,0.00120788
209,3419.79,0.8637,0.65418,1.23906,0.88376,0.85826,0.91244,0.63941,1.04072,0.6781,1.46885,0.00120586,0.00120586,0.00120586
210,3434.42,0.84479,0.64414,1.22856,0.90698,0.87349,0.92476,0.64966,1.03975,0.65802,1.4551,0.00120383,0.00120383,0.00120383
211,3449.18,0.85029,0.66308,1.24517,0.91701,0.86473,0.93057,0.66015,1.03719,0.6392,1.44752,0.0012018,0.0012018,0.0012018
212,3463.72,0.83203,0.63783,1.2294,0.85668,0.86219,0.91272,0.64206,1.04105,0.67531,1.44393,0.00119975,0.00119975,0.00119975
213,3478.25,0.85416,0.65834,1.22566,0.92405,0.86206,0.93344,0.66292,1.03944,0.63314,1.45569,0.0011977,0.0011977,0.0011977
214,3511.68,0.87656,0.67552,1.25449,0.94707,0.82604,0.92642,0.65949,1.01976,0.65538,1.43109,0.00119565,0.00119565,0.00119565
215,3526.29,0.83045,0.64116,1.22366,0.86363,0.81151,0.90008,0.61785,1.08856,0.73097,1.53422,0.00119358,0.00119358,0.00119358
216,3540.85,0.83898,0.64874,1.23632,0.90791,0.85686,0.9368,0.66736,1.01577,0.62587,1.43232,0.00119151,0.00119151,0.00119151
217,3555.38,0.844,0.63252,1.23047,0.88817,0.84204,0.93821,0.65856,1.04116,0.64071,1.46727,0.00118943,0.00118943,0.00118943
218,3569.88,0.84783,0.62164,1.2309,0.89887,0.8703,0.92232,0.64433,1.04142,0.6789,1.46045,0.00118734,0.00118734,0.00118734
219,3584.42,0.86452,0.64622,1.23327,0.8951,0.85743,0.92503,0.65558,1.01118,0.65134,1.40567,0.00118525,0.00118525,0.00118525
220,3599.15,0.824,0.62141,1.20983,0.89025,0.88073,0.93469,0.66137,1.03052,0.62433,1.45556,0.00118314,0.00118314,0.00118314
221,3614.23,0.83162,0.64928,1.23197,0.92529,0.87549,0.93737,0.68229,0.99588,0.62405,1.4226,0.00118104,0.00118104,0.00118104
222,3628.83,0.81821,0.63282,1.21901,0.88757,0.8581,0.90487,0.63913,1.05635,0.66531,1.47519,0.00117892,0.00117892,0.00117892
223,3643.55,0.84016,0.63808,1.22181,0.8775,0.8251,0.89794,0.63124,1.02759,0.68856,1.44942,0.0011768,0.0011768,0.0011768
224,3658.08,0.80666,0.61232,1.19694,0.87316,0.83826,0.90849,0.64267,1.02498,0.67997,1.43815,0.00117467,0.00117467,0.00117467
225,3672.64,0.81517,0.63193,1.2161,0.90067,0.82998,0.92306,0.6543,1.02033,0.65756,1.46263,0.00117253,0.00117253,0.00117253
226,3687.23,0.8011,0.61394,1.20606,0.89134,0.87003,0.93354,0.66361,1.01892,0.64226,1.45558,0.00117039,0.00117039,0.00117039
227,3701.7,0.82898,0.63236,1.2252,0.90992,0.87734,0.93254,0.65708,1.03653,0.63188,1.47679,0.00116824,0.00116824,0.00116824
228,3716.3,0.82608,0.6389,1.2101,0.8778,0.85074,0.91264,0.64955,1.04042,0.70661,1.43368,0.00116608,0.00116608,0.00116608
229,3730.82,0.83275,0.6282,1.22136,0.87483,0.8803,0.92493,0.64674,1.04373,0.65987,1.4777,0.00116391,0.00116391,0.00116391
230,3745.42,0.82783,0.63341,1.21802,0.91716,0.8822,0.93853,0.66723,1.02882,0.61658,1.43187,0.00116174,0.00116174,0.00116174
231,3760.09,0.80172,0.61317,1.20046,0.91445,0.86521,0.93206,0.66372,1.04883,0.6248,1.45372,0.00115956,0.00115956,0.00115956
232,3774.62,0.80177,0.62439,1.19979,0.90058,0.87362,0.92582,0.65575,1.03274,0.64209,1.44154,0.00115738,0.00115738,0.00115738
233,3807.27,0.80089,0.61193,1.20141,0.91765,0.86644,0.93765,0.66862,1.01901,0.61021,1.43611,0.00115519,0.00115519,0.00115519
234,3821.85,0.82232,0.61852,1.21063,0.89765,0.84943,0.93025,0.66729,1.00255,0.64079,1.41706,0.00115299,0.00115299,0.00115299
235,3836.37,0.83261,0.63534,1.22465,0.9266,0.86329,0.93032,0.65736,1.02417,0.62471,1.45538,0.00115078,0.00115078,0.00115078
236,3850.89,0.80749,0.6184,1.20322,0.91122,0.87897,0.93145,0.65653,1.034,0.61017,1.47116,0.00114857,0.00114857,0.00114857
237,3865.41,0.81005,0.60949,1.2037,0.92255,0.84109,0.92036,0.65569,1.0303,0.63912,1.46199,0.00114636,0.00114636,0.00114636
238,3879.93,0.7981,0.60718,1.19497,0.8583,0.80334,0.88426,0.6333,1.02833,0.74908,1.47002,0.00114413,0.00114413,0.00114413
239,3894.49,0.81993,0.62361,1.21366,0.88746,0.87668,0.91335,0.65975,1.00035,0.66129,1.42537,0.0011419,0.0011419,0.0011419
240,3909.04,0.79852,0.60489,1.20018,0.90425,0.87085,0.93543,0.67051,0.99303,0.61752,1.4265,0.00113966,0.00113966,0.00113966
241,3923.72,0.80446,0.59552,1.2056,0.90461,0.87531,0.92628,0.65584,1.0124,0.61773,1.44773,0.00113742,0.00113742,0.00113742
242,3938.78,0.80755,0.62522,1.1996,0.87822,0.86221,0.91169,0.65163,1.00741,0.65497,1.42309,0.00113517,0.00113517,0.00113517
243,3953.32,0.80733,0.61329,1.20037,0.91996,0.86623,0.92788,0.66221,0.9937,0.6114,1.42551,0.00113291,0.00113291,0.00113291
244,3967.82,0.79357,0.59837,1.19288,0.90247,0.87721,0.93337,0.67431,0.99372,0.59909,1.42228,0.00113065,0.00113065,0.00113065
245,3982.38,0.80537,0.61891,1.19823,0.91939,0.83643,0.91536,0.65341,1.03884,0.67057,1.44616,0.00112838,0.00112838,0.00112838
246,3996.92,0.81399,0.61899,1.20488,0.88357,0.88306,0.92158,0.65206,1.02347,0.63005,1.44398,0.0011261,0.0011261,0.0011261
247,4011.55,0.81605,0.61589,1.2047,0.9114,0.89158,0.92678,0.65919,1.01573,0.60913,1.44766,0.00112382,0.00112382,0.00112382
248,4026.39,0.80201,0.60566,1.19288,0.91599,0.87248,0.93291,0.65979,1.02613,0.61824,1.44129,0.00112153,0.00112153,0.00112153
249,4040.94,0.78162,0.5872,1.1795,0.91895,0.89105,0.94185,0.67443,1.00858,0.58354,1.43611,0.00111924,0.00111924,0.00111924
250,4055.67,0.80973,0.59713,1.19926,0.9086,0.87711,0.9286,0.66269,1.00498,0.60628,1.44878,0.00111694,0.00111694,0.00111694
251,4070.19,0.797,0.6041,1.19962,0.91102,0.86394,0.93629,0.67241,0.99421,0.6068,1.42068,0.00111463,0.00111463,0.00111463
252,4084.74,0.79138,0.61206,1.19836,0.89493,0.86276,0.9249,0.67278,0.98526,0.63552,1.40888,0.00111232,0.00111232,0.00111232
